Model_no,variable,Num_factors,Coef.,Std.Err.,z,P>|z|,Max_pvalue,[0.025,0.975],sign,sign_max,VIF,VIF_max,dev_gini,oot_gini,Relative_diff,var,Gini_train,Trend,sum_gini,Factor_weight,ACTIVATION_AGE,ACTIVE_DAYS,AMT_RECOVERED_0TO30_3MNTH_AVG_MONTHLY,AVG_CREDIT_TRXNS_CNT_L1MONTH_DAILY,AVG_CREDIT_TRXNS_CNT_L1MONTH_MONTHLY,AVG_CREDIT_TRXNS_CNT_L2MONTH_DAILY,AVG_TRAN_SIZE_1_MNTH_MONTHLY,AVG_TRXNS_AMOUNT_L1MONTH_DAILY,AVG_TRXNS_AMOUNT_L1MONTH_MONTHLY,AVG_TRXNS_AMT_L2MONTH_DAILY,AVG_TRXNS_AMT_L3MONTH_DAILY,AVG_TRXNS_AMT_L3MONTH_MONTHLY,AVG_TRXNS_AMT_L6MONTH_MONTHLY,AVG_TRXNS_CNT_L1MONTH_DAILY,CREDIT_EXTENDED_3MNTH_AVG_DAILY,CREDIT_EXTENDED_3MNTH_AVG_MONTHLY,CREDIT_EXTENDED_LAST_MONTH_VALUE,CREDIT_RECOVERED_3MNTH_AVG_MONTHLY,CREDIT_RECOVERED_3MNTH_SUM,CREDIT_RECOVERY_RATIO_3_MNTH,CREDIT_RECOVERY_RATIO_3_MNTH_AVG_DAILY,CREDIT_RECOVERY_RATIO_3_MNTH_AVG_MONTHLY,DEBIT_AMNT,FULL_SETTLED_TRXNS_3_BY_12,UNSETTLED_TRXNS_OVERALL_AVG_DAILY
115765,AVG_TRXNS_AMT_L2MONTH_DAILY_woe,4,0.7384526274089158,0.16621668679138302,4.442710546479251,8.883263547750356e-06,0.028994393410529604,0.4126739076682306,1.064231347149601,0,0,1.2221343796006505,1.268286020374533,0.23862864258806704,0.2345851120597653,0.01694690078919427,AVG_TRXNS_AMT_L2MONTH_DAILY,0.14891365609914198,Decreasing,0.48843817318680927,0.30487718666122376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
115765,CREDIT_EXTENDED_3MNTH_AVG_MONTHLY_woe,4,0.4021767907328324,0.18418375707331133,2.1835627480047144,0.028994393410529604,0.028994393410529604,0.041183260331867755,0.763170321133797,0,0,1.268286020374533,1.268286020374533,0.23862864258806704,0.2345851120597653,0.01694690078919427,CREDIT_EXTENDED_3MNTH_AVG_MONTHLY,0.12562515176290012,Decreasing,0.48843817318680927,0.25719765296651625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
115765,ACTIVATION_AGE_woe,4,0.6962201716554308,0.21933815134688112,3.1741863756039663,0.0015025717474897644,0.028994393410529604,0.2663252945799483,1.1261150487309133,0,0,1.025000214138981,1.268286020374533,0.23862864258806704,0.2345851120597653,0.01694690078919427,ACTIVATION_AGE,0.08113550951121762,Decreasing,0.48843817318680927,0.16611213857805157,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27489,const,4,-1.33771930143807,0.045205634642430284,-29.59187083688188,1.901224723746239e-192,0.0057438417696044205,-1.4263207172355095,-1.2491178856406304,0,0,,1.5732316216521915,0.23862140252310682,0.2534084845250799,0.061974358767699474,,,,0.4726152896805682,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
27489,CREDIT_RECOVERED_3MNTH_SUM_woe,4,0.5899092682506863,0.21357605193185533,2.762057182510827,0.0057438417696044205,0.0057438417696044205,0.17130789850399364,1.0085106379973792,0,0,1.5732316216521915,1.5732316216521915,0.23862140252310682,0.2534084845250799,0.061974358767699474,CREDIT_RECOVERED_3MNTH_SUM,0.16332862543468218,Decreasing,0.4726152896805682,0.3455847260994729,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
27489,UNSETTLED_TRXNS_OVERALL_AVG_DAILY_woe,4,1.1139609675893407,0.28218993224564537,3.947557443756149,7.895257802470332e-05,0.0057438417696044205,0.5608788635880777,1.6670430715906037,0,0,1.0155282746229495,1.5732316216521915,0.23862140252310682,0.2534084845250799,0.061974358767699474,UNSETTLED_TRXNS_OVERALL_AVG_DAILY,0.060702932337694415,Increasing,0.4726152896805682,0.12844047508222256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
27489,AVG_TRXNS_AMOUNT_L1MONTH_DAILY_woe,4,0.6686867654629615,0.17574141661987153,3.804946940363694,0.00014183459151741488,0.0057438417696044205,0.3242399182959644,1.0131336126299586,0,0,1.4972888481987021,1.5732316216521915,0.23862140252310682,0.2534084845250799,0.061974358767699474,AVG_TRXNS_AMOUNT_L1MONTH_DAILY,0.14784212648504869,Decreasing,0.4726152896805682,0.31281706223463995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
27489,ACTIVE_DAYS_woe,4,0.6205088792125122,0.1888963348004332,3.2849175176854155,0.001020122306377534,0.0057438417696044205,0.2502788661920431,0.9907388922329813,0,0,1.0965488998645412,1.5732316216521915,0.23862140252310682,0.2534084845250799,0.061974358767699474,ACTIVE_DAYS,0.10074160542314292,Decreasing,0.4726152896805682,0.21315773658366466,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
57977,const,4,-1.3367190106336082,0.045264360591510296,-29.53137950399593,1.1390298700513818e-191,0.005819509975676013,-1.4254355271762025,-1.248002494091014,0,0,,1.5871885567873445,0.2385774052052727,0.25113393810032014,0.05262587131201774,,,,0.47229282832580743,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57977,CREDIT_RECOVERED_3MNTH_AVG_MONTHLY_woe,4,0.5907889105512736,0.2142261565201583,2.7577814032978805,0.005819509975676013,0.005819509975676013,0.1709133592253228,1.0106644618772243,0,0,1.5871885567873445,1.5871885567873445,0.2385774052052727,0.25113393810032014,0.05262587131201774,CREDIT_RECOVERED_3MNTH_AVG_MONTHLY,0.1630061640799214,Decreasing,0.47229282832580743,0.34513791932379906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57977,UNSETTLED_TRXNS_OVERALL_AVG_DAILY_woe,4,1.1084947950940887,0.2820969871511364,3.9294811557140132,8.512934739854128e-05,0.005819509975676013,0.5555948601306029,1.6613947300575744,0,0,1.0147323765586969,1.5871885567873445,0.2385774052052727,0.25113393810032014,0.05262587131201774,UNSETTLED_TRXNS_OVERALL_AVG_DAILY,0.060702932337694415,Increasing,0.47229282832580743,0.12852816874834902,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57977,AVG_TRXNS_AMOUNT_L1MONTH_DAILY_woe,4,0.6593633617697463,0.17735036805806445,3.717857306920677,0.00020091969771257568,0.005819509975676013,0.31176302773101716,1.0069636958084756,0,0,1.5246094526369176,1.5871885567873445,0.2385774052052727,0.25113393810032014,0.05262587131201774,AVG_TRXNS_AMOUNT_L1MONTH_DAILY,0.14784212648504869,Decreasing,0.47229282832580743,0.3130306403531941,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57977,ACTIVE_DAYS_woe,4,0.6300871547020146,0.188107897814002,3.3496049981114266,0.0008092687693421713,0.005819509975676013,0.26140244977902993,0.9987718596249993,0,0,1.0875653553093898,1.5871885567873445,0.2385774052052727,0.25113393810032014,0.05262587131201774,ACTIVE_DAYS,0.10074160542314292,Decreasing,0.47229282832580743,0.21330327157465775,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
112379,const,4,-1.3449230007727855,0.04507508496757878,-29.83739246947954,1.2794426925671143e-195,0.04645664886393956,-1.4332685439093227,-1.2565774576362483,0,0,,1.273730133437319,0.2384899674976777,0.24405683030949832,0.02334114386507596,,,,0.5069727394846413,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112379,CREDIT_RECOVERY_RATIO_3_MNTH_AVG_DAILY_woe,4,0.8606025960166177,0.20419354742472343,4.21464148534802,2.5017527869492866e-05,0.04645664886393956,0.4603905971886883,1.260814594844547,0,0,1.0857388889120576,1.273730133437319,0.2384899674976777,0.24405683030949832,0.02334114386507596,CREDIT_RECOVERY_RATIO_3_MNTH_AVG_DAILY,0.13276385581354955,Decreasing,0.5069727394846413,0.26187572915362173,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112379,AVG_TRXNS_AMOUNT_L1MONTH_DAILY_woe,4,0.7392808305072378,0.15676017534425007,4.715999002193987,2.4052761285215354e-06,0.04645664886393956,0.4320365326223239,1.0465251283921517,0,0,1.1931289664175126,1.273730133437319,0.2384899674976777,0.24405683030949832,0.02334114386507596,AVG_TRXNS_AMOUNT_L1MONTH_DAILY,0.14784212648504869,Decreasing,0.5069727394846413,0.2916175071569653,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112379,CREDIT_EXTENDED_3MNTH_AVG_MONTHLY_woe,4,0.3672746054998269,0.18444697701269142,1.9912205201094484,0.04645664886393956,0.04645664886393956,0.0057651734976644775,0.7287840375019893,0,0,1.273730133437319,1.273730133437319,0.2384899674976777,0.24405683030949832,0.02334114386507596,CREDIT_EXTENDED_3MNTH_AVG_MONTHLY,0.12562515176290012,Decreasing,0.5069727394846413,0.24779468791675718,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112379,ACTIVE_DAYS_woe,4,0.450982819214051,0.19411193126814388,2.323313236171293,0.020162331275999958,0.04645664886393956,0.0705304249589746,0.8314352134691274,0,0,1.1574699621563072,1.273730133437319,0.2384899674976777,0.24405683030949832,0.02334114386507596,ACTIVE_DAYS,0.10074160542314292,Decreasing,0.5069727394846413,0.1987120757726558,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
114305,const,4,-1.3449230007727855,0.04507508496757878,-29.83739246947954,1.2794426925671143e-195,0.04645664886393956,-1.4332685439093227,-1.2565774576362483,0,0,,1.273730133437319,0.2384899674976777,0.24405683030949832,0.02334114386507596,,,,0.5069727394846413,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
114305,CREDIT_RECOVERY_RATIO_3_MNTH_AVG_MONTHLY_woe,4,0.8606025960166177,0.20419354742472343,4.21464148534802,2.5017527869492866e-05,0.04645664886393956,0.4603905971886883,1.260814594844547,0,0,1.0857388889120576,1.273730133437319,0.2384899674976777,0.24405683030949832,0.02334114386507596,CREDIT_RECOVERY_RATIO_3_MNTH_AVG_MONTHLY,0.13276385581354955,Decreasing,0.5069727394846413,0.26187572915362173,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
114305,AVG_TRXNS_AMOUNT_L1MONTH_DAILY_woe,4,0.7392808305072378,0.15676017534425007,4.715999002193987,2.4052761285215354e-06,0.04645664886393956,0.4320365326223239,1.0465251283921517,0,0,1.1931289664175126,1.273730133437319,0.2384899674976777,0.24405683030949832,0.02334114386507596,AVG_TRXNS_AMOUNT_L1MONTH_DAILY,0.14784212648504869,Decreasing,0.5069727394846413,0.2916175071569653,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
114305,CREDIT_EXTENDED_3MNTH_AVG_MONTHLY_woe,4,0.3672746054998269,0.18444697701269142,1.9912205201094484,0.04645664886393956,0.04645664886393956,0.0057651734976644775,0.7287840375019893,0,0,1.273730133437319,1.273730133437319,0.2384899674976777,0.24405683030949832,0.02334114386507596,CREDIT_EXTENDED_3MNTH_AVG_MONTHLY,0.12562515176290012,Decreasing,0.5069727394846413,0.24779468791675718,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
114305,ACTIVE_DAYS_woe,4,0.450982819214051,0.19411193126814388,2.323313236171293,0.020162331275999958,0.04645664886393956,0.0705304249589746,0.8314352134691274,0,0,1.1574699621563072,1.273730133437319,0.2384899674976777,0.24405683030949832,0.02334114386507596,ACTIVE_DAYS,0.10074160542314292,Decreasing,0.5069727394846413,0.1987120757726558,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
116231,const,4,-1.3449230007727855,0.04507508496757878,-29.83739246947954,1.2794426925671143e-195,0.04645664886393956,-1.4332685439093227,-1.2565774576362483,0,0,,1.273730133437319,0.2384899674976777,0.24405683030949832,0.02334114386507596,,,,0.5069727394846413,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
116231,CREDIT_RECOVERY_RATIO_3_MNTH_woe,4,0.8606025960166177,0.20419354742472343,4.21464148534802,2.5017527869492866e-05,0.04645664886393956,0.4603905971886883,1.260814594844547,0,0,1.0857388889120576,1.273730133437319,0.2384899674976777,0.24405683030949832,0.02334114386507596,CREDIT_RECOVERY_RATIO_3_MNTH,0.13276385581354955,Decreasing,0.5069727394846413,0.26187572915362173,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
116231,AVG_TRXNS_AMOUNT_L1MONTH_DAILY_woe,4,0.7392808305072378,0.15676017534425007,4.715999002193987,2.4052761285215354e-06,0.04645664886393956,0.4320365326223239,1.0465251283921517,0,0,1.1931289664175126,1.273730133437319,0.2384899674976777,0.24405683030949832,0.02334114386507596,AVG_TRXNS_AMOUNT_L1MONTH_DAILY,0.14784212648504869,Decreasing,0.5069727394846413,0.2916175071569653,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
116231,CREDIT_EXTENDED_3MNTH_AVG_MONTHLY_woe,4,0.3672746054998269,0.18444697701269142,1.9912205201094484,0.04645664886393956,0.04645664886393956,0.0057651734976644775,0.7287840375019893,0,0,1.273730133437319,1.273730133437319,0.2384899674976777,0.24405683030949832,0.02334114386507596,CREDIT_EXTENDED_3MNTH_AVG_MONTHLY,0.12562515176290012,Decreasing,0.5069727394846413,0.24779468791675718,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
116231,ACTIVE_DAYS_woe,4,0.450982819214051,0.19411193126814388,2.323313236171293,0.020162331275999958,0.04645664886393956,0.0705304249589746,0.8314352134691274,0,0,1.1574699621563072,1.273730133437319,0.2384899674976777,0.24405683030949832,0.02334114386507596,ACTIVE_DAYS,0.10074160542314292,Decreasing,0.5069727394846413,0.1987120757726558,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58488,const,4,-1.3367356541779283,0.045265587372648776,-29.530946835468125,1.1536937270154699e-191,0.005382535673319295,-1.4254545751673708,-1.2480167331884857,0,0,,1.5828852826627493,0.23846824730279725,0.25284818569903944,0.06029324275153957,,,,0.4708604093198574,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58488,CREDIT_RECOVERED_3MNTH_AVG_MONTHLY_woe,4,0.5955476130538934,0.21397933320914103,2.783201555599819,0.005382535673319295,0.005382535673319295,0.17615582652808137,1.0149393995797054,0,0,1.5828852826627493,1.5828852826627493,0.23846824730279725,0.25284818569903944,0.06029324275153957,CREDIT_RECOVERED_3MNTH_AVG_MONTHLY,0.1630061640799214,Decreasing,0.4708604093198574,0.34618787405672635,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58488,UNSETTLED_TRXNS_OVERALL_AVG_DAILY_woe,4,1.1016010509758605,0.2819541682952078,3.9070216895054983,9.344076878793271e-05,0.005382535673319295,0.548981035826308,1.6542210661254129,0,0,1.013896380640498,1.5828852826627493,0.23846824730279725,0.25284818569903944,0.06029324275153957,UNSETTLED_TRXNS_OVERALL_AVG_DAILY,0.060702932337694415,Increasing,0.4708604093198574,0.12891916826343042,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58488,AVG_TRXNS_AMOUNT_L1MONTH_MONTHLY_woe,4,0.655487741870067,0.17781377657942124,3.6863720825213493,0.00022747369819295536,0.005382535673319295,0.3069791438193496,1.0039963399207843,0,0,1.5150190671530994,1.5828852826627493,0.23846824730279725,0.25284818569903944,0.06029324275153957,AVG_TRXNS_AMOUNT_L1MONTH_MONTHLY,0.14640970747909865,Decreasing,0.4708604093198574,0.31094078962931443,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58488,ACTIVE_DAYS_woe,4,0.6356364516609714,0.18805120036853948,3.38012440449868,0.0007245302723427241,0.005382535673319295,0.26706287168910864,1.0042100316328342,0,0,1.0870310924867903,1.5828852826627493,0.23846824730279725,0.25284818569903944,0.06029324275153957,ACTIVE_DAYS,0.10074160542314292,Decreasing,0.4708604093198574,0.21395216805052883,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28000,const,4,-1.3377493698334368,0.04520679327940822,-29.59177753585066,1.906487156194974e-192,0.005319794609996609,-1.4263530565176243,-1.2491456831492493,0,0,,1.5692598852308381,0.23841366835155942,0.2550760405549626,0.06989250085320119,,,,0.47118287067461817,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
28000,CREDIT_RECOVERED_3MNTH_SUM_woe,4,0.5946681726430977,0.21337189810111765,2.7870032461410754,0.005319794609996609,0.005319794609996609,0.17646693705195676,1.0128694082342387,0,0,1.5692598852308381,1.5692598852308381,0.23841366835155942,0.2550760405549626,0.06989250085320119,CREDIT_RECOVERED_3MNTH_SUM,0.16332862543468218,Decreasing,0.47118287067461817,0.34663532059396746,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
28000,UNSETTLED_TRXNS_OVERALL_AVG_DAILY_woe,4,1.106990540651374,0.2820512438917301,3.924785175123391,8.68071696574499e-05,0.005319794609996609,0.5541802608288602,1.6598008204738879,0,0,1.0147291042896105,1.5692598852308381,0.23841366835155942,0.2550760405549626,0.06989250085320119,UNSETTLED_TRXNS_OVERALL_AVG_DAILY,0.060702932337694415,Increasing,0.47118287067461817,0.12883094041764023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
28000,AVG_TRXNS_AMOUNT_L1MONTH_MONTHLY_woe,4,0.6648711666757166,0.17621330082602285,3.773104320497069,0.00016122883226961403,0.005319794609996609,0.3194994434597896,1.0102428898916436,0,0,1.4880863904771513,1.5692598852308381,0.23841366835155942,0.2550760405549626,0.06989250085320119,AVG_TRXNS_AMOUNT_L1MONTH_MONTHLY,0.14640970747909865,Decreasing,0.47118287067461817,0.31072799244479304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
28000,ACTIVE_DAYS_woe,4,0.6260782517452168,0.18884891559954936,3.315233501646386,0.0009156660338161094,0.005319794609996609,0.2559411786506557,0.9962153248397779,0,0,1.0961217627369426,1.5692598852308381,0.23841366835155942,0.2550760405549626,0.06989250085320119,ACTIVE_DAYS,0.10074160542314292,Decreasing,0.47118287067461817,0.21380574654359927,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
119238,const,4,-1.3589021838231714,0.044537149275284085,-30.51165613281169,1.8254153797479445e-204,0.003446505926540241,-1.4461933923768124,-1.2716109752695304,0,0,,1.7463140429568365,0.23837913881098083,0.22372598719316983,0.06146456215524748,,,,0.46883430498717926,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
119238,UNSETTLED_TRXNS_OVERALL_AVG_DAILY_woe,4,1.255618414747615,0.28380497527929555,4.424229749714385,9.678697704920964e-06,0.003446505926540241,0.6993708845669154,1.8118659449283148,0,0,1.027681442324505,1.7463140429568365,0.23837913881098083,0.22372598719316983,0.06146456215524748,UNSETTLED_TRXNS_OVERALL_AVG_DAILY,0.060702932337694415,Increasing,0.46883430498717926,0.12947630259128415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
119238,ACTIVATION_AGE_woe,4,0.8251129826019337,0.2191072950962933,3.7657942070770076,0.00016602049870417842,0.003446505926540241,0.3956705754632092,1.254555389740658,0,0,1.0223055261562226,1.7463140429568365,0.23837913881098083,0.22372598719316983,0.06146456215524748,ACTIVATION_AGE,0.08113550951121762,Decreasing,0.46883430498717926,0.17305796237209295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
119238,AVG_TRXNS_AMT_L3MONTH_MONTHLY_woe,4,0.5520861456032784,0.18875872911410174,2.92482444755999,0.003446505926540241,0.003446505926540241,0.18212583477208683,0.9220464564344699,0,0,1.7463140429568365,1.7463140429568365,0.23837913881098083,0.22372598719316983,0.06146456215524748,AVG_TRXNS_AMT_L3MONTH_MONTHLY,0.16459285216232877,Decreasing,0.46883430498717926,0.35106827809204305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
119238,CREDIT_EXTENDED_LAST_MONTH_VALUE_woe,4,0.6793113818131902,0.18705903665267182,3.6315346960463852,0.0002817407696079412,0.003446505926540241,0.3126824069911955,1.0459403566351848,0,0,1.720052972950467,1.7463140429568365,0.23837913881098083,0.22372598719316983,0.06146456215524748,CREDIT_EXTENDED_LAST_MONTH_VALUE,0.16240301097593846,Decreasing,0.46883430498717926,0.34639745694457985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
102983,const,4,-1.337983673005595,0.04502631631328884,-29.71559262578869,4.829258478637692e-194,0.028541576447782296,-1.4262336313361494,-1.2497337146750405,0,0,,1.3897090602642097,0.23837356953024225,0.2540021344717185,0.06555606099612518,,,,0.46587924462731545,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
102983,AVG_TRAN_SIZE_1_MNTH_MONTHLY_woe,4,0.6178302061887535,0.2821450439751209,2.1897609735907064,0.028541576447782296,0.028541576447782296,0.0648360815810467,1.1708243307964603,0,0,1.3531132207323195,1.3897090602642097,0.23837356953024225,0.2540021344717185,0.06555606099612518,AVG_TRAN_SIZE_1_MNTH_MONTHLY,0.08596407591152433,Decreasing,0.46587924462731545,0.1845200809070001,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
